kategorien;blog-titel;web-scraper-order;web-scraper-start-url;kategorien-href;weiter-button;weiter-button-href
Mobile Business;Fokusthema Chatbots – Beispiel Flüchtlingshilfe: Ein Anwalt für Flüchtige;1616361237-2144;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;4;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/4/
Mobile Business;Kennen Sie noch den Indicaball? Jetzt als Kamera!;1616361237-2141;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;4;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/4/
Mobile Business;Save the Date! Am 20. Mai 2021 findet der nächste Smart IoT & Mobile Business Forum Day statt.;1616361235-2129;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;;
Mobile Business;Symbiose aus stationärem und Online-Handel mit Startup NearSt;1616361237-2140;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;4;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/4/
Mobile Business;3 essentielle Tipps für E-Book Newbies: Was sollten Sie beim Formatieren eines E-Books unbedingt beachten?;1616361239-2154;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;3;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/3/
Mobile Business;Mehr Freiheit ohne Internet;1616361239-2155;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;3;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/3/
Mobile Business;Elitebeds: Die vernetzte Matratze;1616361241-2168;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;2;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/2/
Mobile Business;Virtual-Reality-Erfahrungen werden mit Daten zu Extrememotionen angereichert;1616361239-2158;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;3;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/3/
Mobile Business;Living Packets: Die Revolution im E-Commerce;1616361241-2166;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;2;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/2/
Mobile Business;Forum Day und Jurytag sind auf unbestimmte Zeit verschoben;1616361235-2136;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;;
Mobile Business;Drei App Stores für progressive Webapps;1616361241-2171;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;2;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/2/
Mobile Business;Jami – sicher chatten durch Blockchain;1616361241-2161;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;2;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/2/
Mobile Business;QR-Codes bald im Höhenflug;1616361239-2152;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;3;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/3/
Praxisprojekt;Fortschrittsverfolgung der Digitalen Transformation im Unternehmen – ausgehend von Digitale Reife Assessments;1616361232-2121;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/praxisprojekt/;;
Praxisprojekt;Insights aus unseren studentischen Projekten;1616361232-2124;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/praxisprojekt/;;
Praxisprojekt;DayCatcher: Achtsamkeits-Training in der Digitalen Welt;1616361232-2123;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/praxisprojekt/;;
Praxisprojekt;Neues Projekt mit Smartfeld: filMINT für Kinder und Jugendliche;1616361232-2119;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/praxisprojekt/;;
Praxisprojekt;45 Vorschläge, wie ein Garagenbetrieb effizienter wird – Studierende analysieren die «Autowerkstatt der Zukunft»;1616361232-2122;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/praxisprojekt/;;
Praxisprojekt;High-Resolution Prototyp für das Gesundheitswesen;1616361232-2120;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/praxisprojekt/;;
Praxisprojekt;Forum Day: Rückblick auf den «Smart IoT & Mobile Business Award»;1616361232-2125;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/praxisprojekt/;;
Productivity Tools;Unsere Empfehlung: Online Brainstorming Tool „Miro“;1616361230-2116;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/productivity-tools/;;
Productivity Tools;Clockify – ein Zeiterfassungssystem für projektübergreifende Teams;1616361230-2117;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/productivity-tools/;;
Productivity Tools;Time-Tracking – Effizienteres Arbeiten mit Timeular’s Zei;1616361230-2118;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/productivity-tools/;;
Publikation;Unser Beitrag “The Startup Collaboration Model” im Buch Ecosystem Innovation von Kickstart;1616361228-2114;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/publikation/;;
Publikation;Erfolgsfaktoren für digitale Solutions: Wie steht es um die Innovationskultur in Ihrem Unternehmen?;1616361228-2113;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/publikation/;;
Publikation;Innovation durch den Einsatz von Enterprise IoT-Lösungen: Ein Modell zur Bestimmung des Innovationspotenzials;1616361228-2115;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/publikation/;;
Smart-IoT;Ein Rückblick auf den Forum Day 2020: Smart IoT & Mobile Business;1616361224-2100;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/smart-iot/;;
Smart-IoT;Save the Date! Am 14. Mai 2020 findet der nächste Smart IoT & Mobile Business Forum Day statt.;1616361226-2109;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/smart-iot/;2;https://aback-blog.iwi.unisg.ch/category/smart-iot/page/2/
Smart-IoT;Forum Day 2020 Updates;1616361224-2102;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/smart-iot/;;
Smart-IoT;Jetzt Einreichen oder Workshop-Partner werden;1616361224-2097;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/smart-iot/;;
Smart-IoT;Bekanntgabe der nominierten Lösungen des Forum Day 2020;1616361224-2103;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/smart-iot/;;
Smart-IoT;Call for Papers: WuM Heft Themenschwerpunkt «Digitale Plattformen und Ökosysteme»;1616361224-2099;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/smart-iot/;;
Smart-IoT;High-Resolution Prototyp für das Gesundheitswesen;1616361224-2101;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/smart-iot/;;
Smart-IoT;Smart IoT & Mobile Business Awards 2019: Zeit zum Einreichen bis 15. April;1616361226-2112;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/smart-iot/;2;https://aback-blog.iwi.unisg.ch/category/smart-iot/page/2/
Smart-IoT;Forum Day und Jurytag sind auf unbestimmte Zeit verschoben;1616361224-2105;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/smart-iot/;;
Smart-IoT;Noch einen Monat: Reichen Sie bis zum 12.3 Ihre Smart IoT oder Mobile Business Solution ein und nehmen Sie am Forum Day 2021 teil;1616361224-2095;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/smart-iot/;;
Smart-IoT;“Business-Thinking”-Fokus im Master-Kurs;1616361224-2094;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/smart-iot/;;
Smart-IoT;Die Jurierung der eingereichten Lösungen für den Forum Day 2020 ist abgeschlossen;1616361224-2104;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/smart-iot/;;
Smart-IoT;Lach- und Sachgeschichten von der Maus: SmartHome;1616361224-2096;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/smart-iot/;;
Smart-IoT;Save the Date! Am 20. Mai 2021 findet der nächste Smart IoT & Mobile Business Forum Day statt.;1616361224-2098;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/smart-iot/;;
Smart-IoT;Living Packets: Die Revolution im E-Commerce;1616361226-2111;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/smart-iot/;2;https://aback-blog.iwi.unisg.ch/category/smart-iot/page/2/
Smart-IoT;Aufruf zu Einreichungen bis 3.3.2020 für die Smart IoT und Mobile Business Best Practice Awards;1616361226-2107;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/smart-iot/;2;https://aback-blog.iwi.unisg.ch/category/smart-iot/page/2/
Smart-IoT;Innovation durch den Einsatz von Enterprise IoT-Lösungen: Ein Modell zur Bestimmung des Innovationspotenzials;1616361226-2108;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/smart-iot/;2;https://aback-blog.iwi.unisg.ch/category/smart-iot/page/2/
Smart-IoT;Noch bis zum 3. März Ihre Lösung einreichen und den Smart IoT oder Mobile Business Award 2020 gewinnen;1616361226-2106;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/smart-iot/;2;https://aback-blog.iwi.unisg.ch/category/smart-iot/page/2/
Smart-IoT;Forum Day: Rückblick auf den «Smart IoT & Mobile Business Award»;1616361226-2110;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/smart-iot/;2;https://aback-blog.iwi.unisg.ch/category/smart-iot/page/2/
Sponsored Post;Kostenloses E-Learning zu Präventionsmassnahmen des Coronavirus;1616361222-2092;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/sponsored-post/;;
Sponsored Post;Swissteach AG gemeinsam mit CULTURE CONTACT auf dem Vormarsch in Sachen «Kulturelle Kompetenz»;1616361222-2091;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/sponsored-post/;;
Sponsored Post;Berufliche Bildung im digitalen Zeitalter: Das Expertenportal “Learning Insights” startet durch;1616361222-2093;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/sponsored-post/;;
Sponsored Post;E-LEARNING SO GEFRAGT WIE NOCH NIE;1616361222-2089;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/sponsored-post/;;
Sponsored Post;Studie zu E-Learning Trends – wie klappt das E-Learning bei Ihnen im Unternehmen?;1616361222-2090;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/sponsored-post/;;
Sports Digitalization;Konfrontiert mit einer Flut von Kooperationsanfragen: So meistern Sportorganisationen die systematische Analyse und Bearbeitung;1616361220-2086;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/sports-digitalization/;;
Sports Digitalization;Call for Papers: WuM Heft 5 Themenschwerpunkt “IT und Sport”;1616361220-2087;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/sports-digitalization/;;
Sports Digitalization;Digitalisierung im Stadion – die Entwicklung einer mobilen Spieltags-App;1616361220-2088;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/sports-digitalization/;;
