Category,Title,Text,Tags,Author
Digital,Erfolgsfaktoren für digitale Solutions: Wie steht es um die Innovationskultur in Ihrem Unternehmen?,"Im Rahmen ihrer Masterarbeit, hat Julia Lötscher ein Assessment zur Evaluation der Erfolgsfaktoren für digitale Solutions entwickelt. Die Ergebnisse ihrer Arbeit sind im Mai 2020 in einem ,«,Wirtschaftsinformatik & Management,», (WuM) Artikel veröffentlicht worden.,«Digitale Solutions wie beispielsweise mobile Applikationen zeichnen sich durch einen modularen Aufbau aus und kommen in umfangreichen Business-Ökosystemen zur Anwendung. Zudem erfolgt die Entwicklung digitaler Solutions in iterativen Prozessen, wofür insbesondere agile Entwicklungsmethoden eingesetzt werden. Aufgrund dieser Spezifika unterscheidet sich die Ausgestaltung einer Innovationskultur, die den Erfolg digitaler Solutions fördert, vom bisher allgemeinen Verständnis von Innovationskultur. Der Artikel präsentiert einen Fragebogen, welcher zur Evaluation jener organisationskulturellen Aspekte dient, die den Ausschlag für den Erfolg digitaler Solutions geben. Er besteht aus 20 Indikatoren, eingeteilt in sechs organisationskulturelle Konstrukte, anhand welcher Unternehmen eine Standortbestimmung durchführen können.», (Lötscher & Back, 2020),Der vollständige Artikel kann ,HIER, gelesen werden.,Autor:,
						,Lena-Marie Paetzmann,Tags:,
							,Agile Innovation,, ,Digital,, ,Future of Work,, ,Lehrstuhlnachrichten,, ,Publikation","Agile Innovation,, ,Digital,, ,Future of Work,, ,Lehrstuhlnachrichten,, ,Publikation",Lena-Marie Paetzmann
Digital,Digital Storytelling – möglicher Einsatz im Bildungskontext,"Anstatt eine Geschichte, bzw. etwas Erlebtes zu erzählen oder in Form eines Textes niederzuschreiben, wie beim traditionellen ,storytelling,, bedient sich das ,digital storytelling, an digitalen Hilfsmitteln. So werden beispielsweise beim ,digital storytelling, computergestützte Texte, Bilder, Video- und Audioaufnahmen, Musik und Animationen verwendet. (O’Byrne et al., 2018, S.2) Gemäss einer Studie von O’Byrne et al. (2018) ist ,digital storytelling, eine hervorragende pädagogische Gelegenheit, Kindern etwas beizubringen und sie mit den neuen Technologien vertraut zu machen. Speziell bei Kleinkindern helfen die Elemente des ,digital storytellings, akademische Fähigkeiten zu entwickeln und die Kinder zum Lernen zu motivieren. Die digitalen Geschichten können ortsunabhängig genutzt und bearbeitet werden. Dies ermöglicht es den Lehrpersonen, den Lernprozess fortlaufend zu dokumentieren, Feedback zu geben und das Erarbeitete mit anderen auszutauschen.,Der Einsatz von Technologien in der Bildung kann gemäss einer PISA-Studie (Programme for International Student Assessment) unterschiedliche Fähigkeiten des Lernenden fördern. Aus der Studie geht hervor, dass ,digital storytelling ,sowohl Fähigkeiten wie das Schreiben, Designen und Kommunizieren als auch das Verständnis von Technologien und Forschung verbessert. (Smeda et al., 2014),Digital storytelling, bietet den Schülerinnen und Schülern die Möglichkeit, diejenigen Fähigkeiten zu lernen, welche im 21. Jahrhundert dringend erforderlich sind. Dazu gehören die Informations-, Medien- und Visualisierungskompetenzen. Um sich diese Kompetenzen anzueignen, sollen bereits Kleinkinder mit den Technologien und den daraus resultierenden Möglichkeiten im Schulkontext in Kontakt gebracht werden (O’Byrne et al., 2018, S.10).,Durch den Einsatz von ,digital storytelling, im Unterricht werden die Schülerinnen und Schüler zu aktiven ,co-creators, im Lernprozess. Das Festhalten von Erlebnissen und das Teilen mit der ,community, fördert die Zusammenarbeit und die Kommunikation zwischen den Kindern. Das visuelle Lernen und der Einsatz von unterschiedlichen Technologien sollen die Neugier und das Interesse der Kinder wecken. Darüber hinaus ist wissenschaftlich bestätigt, dass die Kombination von Text und visuellen Elementen hilft, Inhalte zu verinnerlichen. Das Gelernte kann zu 60% besser verstanden und gespeichert werden, im Vergleich zu einem Text ohne Visualisierung (Robin und Pierson, 2005).,Die unten aufgeführte Website wurde speziell für ,digital storytelling, im Bildungsbereich kreiert und ermöglicht das einfache Erstellen von videobasierten Geschichten. Die Lehrpersonen erstellen ein virtuelles Klassenzimmer, welches ihnen ermöglicht, eigene Videos zur Verfügung zu stellen und gleichzeitig die erstellten Materialien der Schülerinnen und Schüler anzuschauen und zu kommentieren.,Beispiel:,Bei den Applikationen wird ,digital storytelling, oftmals mit ,gamification ,in Verbindung gebracht, um das Lernen spielerisch zu gestalten.,Zusammenfassend kann gesagt werden, dass im Hinblick auf die vielen Vorteile, die das digitale Geschichtenerzählen sowohl für die Kinder als auch für die Lehrpersonen mit sich bringt, es durchaus von Nutzen wäre, das Schulsystem mit dieser Methode vertraut zu machen. Die Schülerinnen und Schüler zu ,co-creators, in ihrem eigenen Lernprozess zu machen, die Kommunikation und Zusammenarbeit aktiv zu fördern, das Interesse an Technologien zu wecken und den Umgang mit digitalen Mitteln zu erlernen sind nur einige Gründe, die dafür sprechen, die Methode ,digital storytelling ,im Klassenzimmer anzuwenden. Um die Methode richtig einzusetzen, muss das Vorgehen sowohl von den Lehrpersonen als auch von den Schülerinnen und Schülern erlernt und trainiert werden.,Autor:,
						,Nina Holenstein,Tags:,
							,Digital,, ,Learning Innovations,, ,Linktipps","Digital,, ,Learning Innovations,, ,Linktipps",Nina Holenstein
Digital,Kleines E-Learning Glossar,"Mit dem Start ins neue Schuljahr und Unisemester scheinen die Artikel und Studien zum E-Learning nur so aus dem Boden zu spriessen. ,Der Umgang mit digitalen Medien im Bildungskontext hat sich durch die neuartige Situation um einiges verändert. Auch wir an der Universität haben uns neue Formen des E-Learnings angeeignet, um den Studierenden das bestmögliche Lernerlebnis, trotz Lock-Down und Quarantäne bieten zu können. Viele der herausgebrachten Erfahrungsberichte, Studien und Interviews beinhalten unterschiedlichste Fachwörter in Bezug auf E-Learning. Damit auch wir die richtigen Begriffe im richtigen Kontext verwenden, haben wir ,folgendes Glossar, als hilfreich empfunden und empfehlen es gerne weiter.,Das Glossar beinhaltet Begriffe wie adaptives Lernen, blended learning und Khan-Style-Videos.,Das Glossar kann ,HIER, gefunden werden. ,Autor:,
						,Lena-Marie Paetzmann,Tags:,
							,Digital,, ,Future of Work,, ,Learning Innovations,, ,Linktipps","Digital,, ,Future of Work,, ,Learning Innovations,, ,Linktipps",Lena-Marie Paetzmann
Digital,E-LEARNING SO GEFRAGT WIE NOCH NIE,"Sponsored Post. Seitdem Unternehmen vermehrt auf Homeoffice zurückgreifen, hat die Digitalisierung massiv an Fahrt aufgenommen. Während E-Learning früher noch hauptsächlich in den Grosskonzernen dieser Welt als Luxusgut eingesetzt wurde, wird es mittlerweile und gerade durch die Corona-Krise in der Mehrzahl aller Unternehmen – egal welcher Grösse oder Branche – eingesetzt. Tendenz steigend.,Aufgrund von Corona hat ,E-Learning, einen riesigen Aufschwung erlebt. Von heute auf morgen waren die Unternehmen gezwungen umzudenken und den Grossteil ihres geschäftlichen Alltags digital abzubilden. Viele sind immer noch überrascht, welche Vorteile sich dadurch plötzlich bieten.,«In den letzten Monaten ist ganz deutlich geworden, wie unverzichtbar und wertvoll digitale Lösungen für die Unternehmen sind.» Isabelle Ulbrich, von der Swissteach AG, arbeitet seit zehn Jahren im E-Learning Bereich und hat den Wandel der digitalen Schulungen selbst miterlebt. «Die Firmen haben inzwischen realisiert, wie gross die positiven Auswirkungen des Einsatzes von E-Learning im Unternehmen auf den Umsatz sind. Und gerade jetzt wird das alles natürlich noch deutlicher! Die Nachfrage nach unserem LMS Global Teach war noch nie so gross.»,Ausserdem: was liegt in Zeiten einer Pandemie näher, als Reisetätigkeiten und Präsenzschulungen von Mitarbeitern zu umgehen? Dass jeder einzelne mit E-Learning auch noch individuell und höchst effizient für seinen Job geschult wird, ist dabei mehr als nur Nebeneffekt: wer besondere Interessen hat, kann diese weiter vertiefen und fehlendes Wissen an anderer Stelle effizient aufbauen. Das bringt nicht nur Schnelligkeit in der Produktivität, sondern langfristig auch eine Steigerung des Umsatzes.,«Ich finde es wahnsinnig spannend, was aktuell im Bereich digitale Mitarbeiterentwicklung passiert», so Ulbrich. «Global Teach ist seit Jahren bei ,namhaften Unternehmen, ,jeder Grösse erfolgreich im Einsatz. Es wird permanent weiterentwickelt und passt sich immer weiter an aktuelle Bedürfnisse der Firmen an. Ich denke, die hohe Nachfrage zeigt deutlich, wie gewinnbringend E-Learning mittlerweile für jedes einzelne Unternehmen ist und dass die Arbeitgeber nach und nach die unnötige Angst vor einer Implementierung verlieren.» Hierbei eignet sich das LMS Global Teach sowohl für Unternehmen, die schon seit Jahren mit E-Learning arbeiten, als auch für solche, die gerade erst damit starten.,Was die Digitalisierung in den nächsten Monaten und Jahren für die Unternehmen bereithält, bleibt spannend. Eines aber ist klar: der frühere «Trend» E-Learning hat sich zu einem feststehenden Bestandteil der Wirtschaft entwickelt und wird in Zukunft nicht mehr aus den Unternehmen wegzudenken sein.,Sie möchten mehr erfahren, oder sich beraten lassen?,Einfach kurze Mail an: ,sales@swissteach.ch,www.swissteach.com,Autor:,
						,Lena-Marie Paetzmann,Tags:,
							,Digital,, ,Future of Work,, ,Learning Innovations,, ,Linktipps,, ,Sponsored Post","Digital,, ,Future of Work,, ,Learning Innovations,, ,Linktipps,, ,Sponsored Post",Lena-Marie Paetzmann
Digital,4 Tipps für die Einbindung von Videos in die Lehre – eine Studie mit Ergebnissen von vor Covid19,"In einem Bericht des JISC (Joint Information Systems Committee) wurden kürzlich Ergebnisse einer Umfrage veröffentlicht, die das digitale Lernerlebnis von Schülern & Schülerinnen und Studierenden behandelt. Die Umfrage wurde zwischen Oktober 2019 und Mai 2020 durchgeführt, wobei die Mehrheit (90%) der Befragten die Umfrage vor dem Lockdown im Vereinigten Königreich ausgefüllt hat. Insgesamt haben 39.712 Studierende aus 64 Organisationen (sowohl weiterführende als auch höhere Bildungseinrichtungen) an dieser Umfrage teilgenommen. Die Website ,Media & Learning, hat mehrere Tipps für die Einbindung von Videos in die Lehre aus dem Bericht zusammengefasst, die wir im Folgenden verkürzt darstellen.,Den kompletten ,Bericht, können Sie ,HIER, herunterladen.,Tipp 1: Vorlesungsaufzeichnungen zur Verfügung stellen,
,Es ist wahrscheinlich wichtiger denn je, Vorlesungsaufzeichnungen zur Verfügung zu stellen, um Studierende ideal zu unterstützten.  Die Befragten äußerten sich besonders lautstark über die Bedeutung von Videomaterial für die Wiederholung von Vorlesungen, und dies nicht nur in diesen besonderen Zeiten. Studierende erklärten (Zitate von Befragten sind im Bericht enthalten), dass aufgezeichnete Vorlesungen sich besonders gut für die Vorbereitung auf Examen eignen, um alle Sinne (hören, sehen) zu bedienen und schon Bekanntes aus der Vorlesung erneut zu wiederholen.,Tipp 2:, ,Kursbezogene Videos zur Unterstützung des Lernens zur Verfügung stellen,
,Die Schülerinnen und Schüler wurden gebeten, aus folgenden Optionen eine auszuwählen, die für sie als Lernende am nützlichsten ist: interaktive Umfragen oder Quizfragen im Unterricht, Online-Arbeit mit anderen Schülerinnen und Schülern, online verfügbare Übungsfragen, Literaturhinweise, sowie kursbezogene Videos. 1 von 4 Befragten gab an, dass Online-Videos und -Ressourcen sie am meisten unterstützen.,Tipp 3: Zunehmende Relevanz von Youtube für das Lernen erkennen,
,Als die Befragten gebeten wurden, ein digitales Tool oder eine App zu nominieren, die die Studierenden als wirklich nützlich für das Lernen empfinden, nannten 15,3 % der Studierenden Youtube. Im letzten Jahr haben nur 3 % der Studierenden diese Plattform nominiert. Dieser drastische Anstieg unterstreicht die zunehmende Nützlichkeit von Youtube im Lernkontext. Wie unsere ,Kolumne von September, ,aufgezeigt, gibt es ganz einfache Techniken, um mit dem Smartphone Lernvideos für Youtube zu drehen.,Tipp 4: Online-Zusammenarbeit fördern,
,Obwohl Social-Media-Plattformen wie Facebook, WhatsApp und Snapchat die bevorzugten Plattformen für die Sofortkommunikation sind, gab 1 von 10 Studierenden im Hochschulbereich an, dass sie Videokonferenz- Tools für die Zusammenarbeit und Diskussion von Kursarbeiten mit Gruppenmitgliedern nutzen, im Vergleich zu 1 von 5 Studierenden in der Weiterbildung. Es ist ziemlich alarmierend, dass eine bedeutende Anzahl von Studierenden angab, noch nie online mit anderen Lernenden zusammengearbeitet zu haben, nämlich 33% in der Weiterbildung und 44% in der Hochschulbildung (obwohl diese Zahlen anders ausfallen könnten, wenn diese Umfrage während der Sperrzeit durchgeführt worden wäre). Der Bericht deutet darauf hin, dass nur sehr wenige Lernende online mit anderen Lernenden zusammenarbeiten. Auch wenn sich eine physische Zusammenarbeit nicht durch eine Video-Konferenz ersetzten lässt, glauben wir, dass Studierende in der jetzigen Situation diese Lösungen nutzen sollten, um die Motivation zum Studium aufrechtzuerhalten und das Gefühl der Isolation zu mildern. In ,diesem vergangenen Blog-Beitrag, haben wir aufgezeigt, wie das Tool ,Miro, auch wunderbar für die interaktive Zusammenarbeit in einem digitalen Lernumfeld genutzt werden kann.,Autor:,
						,Lena-Marie Paetzmann,Tags:,
							,Digital,, ,Learning Innovations,, ,Linktipps","Digital,, ,Learning Innovations,, ,Linktipps",Lena-Marie Paetzmann
Digital,Regierung bewilligt ITBO-Projektauftrag zur Digital-Entrepreneurship-Werkstatt,"Die St.Galler Regierung hat den Projektauftrag für die Weiterentwicklung der ,Digital-Entrepreneurship-Werkstatt, im Zuge der IT-Bildungsoffensive (ITBO) bis 2023 erteilt. Unser Lehrstuhl freut sich sehr, weiter Schulklassen aus St. Gallen und Umgebung für digitale Technologien und Unternehmertum begeistern zu dürfen.,Hier geht es zur Medienmitteilung.,Autor:,
						,Arne Grüttner,Tags:,
							,Digital,, ,Learning Innovations,, ,Lehrstuhlnachrichten","Digital,, ,Learning Innovations,, ,Lehrstuhlnachrichten",Arne Grüttner
Digital,ZPE 2020: Digitaler Thementag „Learning & Training“ am 14. Oktober,"Vom 12. – 16. Oktober 2020 findet die ,ZP Europe (Zukunft Personal Europe), ,zum ersten Mal digital statt. Die ZP Europe ist das führende ExpoEvent rund um die Welt der Arbeit und präsentiert an fünf virtuellen Messetagen innovative Produktlösungen und Vorträge.,Am Thementag „Learning und Training“ (14. Oktober) werden live Online-Workshops mit Learning-Experten wie Jochen Robes (Robes Consulting, Hochschullehrer), Roman Rackwitz (Gamification Designer bei Engaginglab) und Gudrun Porath (Journalistin und Autorin) abgehalten und aktuelle Fragestellungen der Weiterbildung diskutiert. Unter anderem wird angeschnitten, welche neuen Bildungs- und Lernstrategien durch die Corona-Krise in den Vordergrund getreten sind, und wie man kurze und leicht verdauliche Lerneinheiten (Learning Nuggets) entwickelt und orchestriert.,Zudem werden folgende Vorträge und Workshops zu Trends in der digitalen Weiterbildung gehalten:,Die ,Registrierung für das Event ist kostenlos, – ,auch wir werden uns zu einigen Vorträgen und Workshops reinschalten und sind schon sehr gespannt.,Autor:,
						,Lena-Marie Paetzmann,Tags:,
							,Digital,, ,Future of Work,, ,Learning Innovations,, ,Linktipps","Digital,, ,Future of Work,, ,Learning Innovations,, ,Linktipps",Lena-Marie Paetzmann
Digital,Storytelling im eLearning Kontext – Tipps für die Praxis,"Storytelling gehört sowohl im Unternehmenskontext als auch an der Universität zu einer beliebten Methode, um komplexe Themen auf das Wesentliche zu reduzieren und mehr Begeisterung bei den Lesern, Lernenden oder dem Kunden zu erzeugen. Die Einsatzmöglichkeiten sind sehr divers und so kann Storytelling schon in einer einfachen Mail, bei einem Pitch vor Investoren oder im eLearning Kontext für mehr Aufmerksamkeit sorgen. Mit den richtigen Werkzeugen lassen sich so emotionalisierte Inhalte vermitteln. Die Firma ,YouKnow ,hat einen ,Leitfaden, zusammengestellt, und erklärt hierbei wie Storytelling im Unternehmenskontext (z.B. für eLearning Plattformen) angewendet werden kann und zeigt welche Methoden zur Vorbereitung einer guten Story dienen. ,Tipp 1:, Dem ,Fluch des Wissens, entkommen: Sich seines Expertenwissens bewusst werden und einen Perspektivenwechsel einnehmen, um die Komplexität der Lerneinheit zu reduzieren. Ein beliebtes Tool bei uns hier am Lehrstuhl ist das Anfertigen eines Glossars, um die Fachwörter zu strukturieren und definieren. ,Tipp 2:, Kernaussagen richtig gewichten: je nach Zielgruppe ändert sich das Vorwissen und damit auch die relevanten Kernaussagen der Story. Der Leitfaden empfiehlt hierbei eine Vorwissensskala zu entwickeln. ,Weitere Tipps und Methoden finden Sie im ,Leitfaden,. ,Wir am Lehrstuhl werden uns in nächster Zeit auch näher mit dem Thema Storytelling, insbesondere ,digital Storytelling ,auseinandersetzen. Zum einen schreibt unsere wissenschaftliche studentische Mitarbeiterin Nina Holenstein momentan ihre Masterarbeit zu diesem Thema. Zum anderen arbeiten wir eng mit der Bildungsinitiative Smartfeld zusammen, um Projekte im Bereich Digital Storytelling auch für Schülerinnen und Schüler zu entwickeln. Wir freuen uns auf weitere Beiträge und Inputs zu diesem Thema.,Download des Leitfadens HIER,Autor:,
						,Lena-Marie Paetzmann,Tags:,
							,Digital,, ,Future of Work,, ,Learning Innovations,, ,Leseempfehlung,, ,Linktipps","Digital,, ,Future of Work,, ,Learning Innovations,, ,Leseempfehlung,, ,Linktipps",Lena-Marie Paetzmann
Digital,Die Sprache der Videokonferenzen: die wichtigsten Handzeichen,"Der YouTube-Kanal ,stefan m. seydel ,hat zu gegebenem Anlass ein Video zu den nützlichsten Handzeichen in Videokonferenzen veröffentlicht. Wir finden das Video sehr hilfreich, um Videocalls effizienter zu gestalten.,Wir haben alle Handzeichen in Bildern zusammengefasst. Das amüsante Video kann nach der Aufzählung angeschaut werden:,Autor:,
						,Lena-Marie Paetzmann,Tags:,
							,Digital,, ,Future of Work,, ,Linktipps","Digital,, ,Future of Work,, ,Linktipps",Lena-Marie Paetzmann
Digital,Trendradar von fortiss zu aktuellen Softwarethemen,"Das Forschungsinstitut des Freistaats Bayern für softwareintensive Systeme und Services (fortiss) hat einen ,Trendradar, veröffentlicht, der darüber informieren soll, welche Softwarethemen momentan aktuell und relevant sind. Der Trendradar gibt eine objektive Bewertung zu aktuellen Technologien und Themenfeldern ab (z.B. Kategorie ,Machine Learning, ,Technologie ,Python)., Wie auf dem linken Bild zu sehen ist, wird jede Technologie auf einer Skala von 0 – 100 gerankt, wobei 100 die maximale Relevanz wiedergibt. Mit einer Bewertung von 75 wird ,Pyhton ,eine hohe momentane Relevanz in der Kategorie ,Machine Learning ,zugesprochen. Nun ist das kein Wunder, doch was uns überrascht hat, waren die für uns unbekannten Technologien neben Python. Um ein tieferes Verständnis für die angegebenen Technologien zu bekommen, kann  ganz einfach auf diese geklickt werden, um sie sich dann in einem Direktvergleich anzeigen zu lassen. Diesen Direktvergleich haben wir uns in der zweiten Grafik ausspucken lassen:,Was uns besonders gut gefällt, ist die grafische Darstellung der Abhängigkeiten zwischen den unterschiedlichen Technologien im Bereich ,Machine Learning,:,Mit diesem Trendradar finden sich somit schnell Antworten auf die Fragen, welche Cloud-Anbieter im Bereich IoT (Internet of Things) momentan wie gefragt sind und welche Technologien für Business Intelligence Prozesse auf dem Markt verwendet werden. Wir finden den Trendradar sehr hilfreich und fast schon „süchtig machend“, wenn man sich im Wald der unzähligen Technologien verliert.,Autor:,
						,Lena-Marie Paetzmann,Tags:,
							,Artificial Intelligence,, ,Digital,, ,Linktipps","Artificial Intelligence,, ,Digital,, ,Linktipps",Lena-Marie Paetzmann
Digital,High-Resolution Prototyp für das Gesundheitswesen,"In diesem Frühjahrssemester haben unsere Masterstudierenden in unserem Kurs zu «Smart IoT & Mobile Business» vier High-Resolution-App-Prototypen entwickelt. Die Projekte wurden in den Bereichen Gesundheitswesen, Landwirtschaft, Coaching und Sport durchgeführt. Zum Beispiel hat das Team in der Kategorie Gesundheitswesen eine Lösung namens «Physio Care» konzipiert. Die Lösung bringt den Menschen eine individuell zugeschnittene Physiotherapie nach Hause. Wie das funktionieren soll? Die Studierenden haben die gesamte Physiotherapie-User-Journey einiger Patienten beobachtet. Dabei haben sie viele Touchpoints identifiziert, die digitalisiert werden können und dadurch transparenter und effektiver gestaltet werden können. Für die Lösungsentwicklung wurden die 5 Prozessschritte des Design Thinking durchlaufen und regelmassig mit einem Supervisor unseres Lehrstuhls reflektiert. Der finale Prototyp ist eine Applikation, die sowohl von Physiotherapeuten vom PC aus für die Verwaltung von Patienten und Uploads neuer Übungsvideos genutzt werden kann, als auch von den Patienten als mobile App. Letztere zeigt den Patienten ihren Therapie-Fortschritt, ihre Vitaldaten, und ermöglicht ihnen Zugang zu Videomaterial für Übungen und eine professionelle Kommunikationsschnittstelle zu ihren Therapeuten. Die Studierenden würden die App als professionelle, geschlossene Plattform launchen, sodass nur Physiotherapeuten berechtigt sind ihren Patienten einen Zugriff auf die App zu gewähren und Übungsvideos hochzuladen. Auch haben die Studierenden den Business Value bestimmt und sogar eine Roadmap definiert.,Den Link für den Prototypen finden Sie hier: ,http://tiny.cc/PhysioPrototyp,Autor:,
						,Christian Marheine,Tags:,
							,Digital,, ,Lehrstuhlnachrichten,, ,Linktipps,, ,Mobile Business,, ,Praxisprojekt,, ,Smart-IoT","Digital,, ,Lehrstuhlnachrichten,, ,Linktipps,, ,Mobile Business,, ,Praxisprojekt,, ,Smart-IoT",Christian Marheine
Digital,Call for Papers: WuM Heft 5 Themenschwerpunkt “IT und Sport”,"Unser Lehrstuhl wirkt bei der Herausgabe der Zeitschrift ,«Wirtschaftsinformatik und Management», mit, welche Anfang Oktober zum Schwerpunktthema «,IT und Sport,» erscheint.,Der Call for Papers wie folgt:,Die Sportindustrie hat sich in den letzten Jahren zu einem der grössten Geschäftsmärkte weltweit entwickelt, welcher tief in unsere gesellschaftlichen Schichten eindringt. So strömen nicht nur Millionen von Fans wöchentlich zu ihrem Lieblingsverein ins Stadion, auch jeder Einzelne von uns versucht mehr oder weniger erfolgreich wöchentlich sportlich aktiv zu sein. Die zunehmende Durchdringung von Informationstechnologie in der Sportindustrie verändert dabei die unterschiedlichsten Aspekte wie wir Sport konsumieren aber auch selbst betreiben. Diese technischen, wirtschaftlichen und sozialen Auswirkungen ziehen vielfältige Wechselwirkungen mit sich, die nahezu unerforscht sind. In unserer nächsten Ausgabe beleuchten wir daher die Implikationen der Informationstechnologie für die Sportindustrie. Geeignete Themen sind unter anderem (aber nicht beschränkt auf) die folgenden:,Falls Sie einen Beitrag zum Heft beitragen wollen, können Einreichungen in Form eines Abstracts (250 bis 500 Wörter) bei uns an ,arne.gruettner@unisg.ch, eingereicht werden. ,Die Einreichungsfrist für das Abstract ist der 26. Juni 2020.,Autor:,
						,Arne Grüttner,Tags:,
							,Digital,, ,Lehrstuhlnachrichten,, ,Sports Digitalization","Digital,, ,Lehrstuhlnachrichten,, ,Sports Digitalization",Arne Grüttner
Digital,Fortschrittsverfolgung der Digitalen Transformation im Unternehmen – ausgehend von Digitale Reife Assessments,"Die grösste kommunale Hausverwaltung Europas, ,Wiener Wohnen (WrW),, verwaltet, saniert und bewirtschaftet in enger Zusammenarbeit mit der Stadt Wien 220`000 Gemeindewohnungen. Nach einem Klärungsworkshop vor Ort mit dem Digital Office machten wir uns zusammen mit einem ,studentischen Projektteam, an die Arbeit, Anhand von Marktanalysen und Interviews mit Branchenvertretern wurde ein Modell zur digitalen Reifegradbestimmung entwickelt, das spezifisch auf die Bedürfnisse von WrW und dieser Branche zugeschnitten ist. Um es als Management-Instrument zur Fortschrittsverfolgung der Digitalen Reife einsetzen zu können, ist es um eine Auswahl an Key Performance Indikatoren für die verschiedenen Handlungsfelder ergänzt. In jährlichen Retrospektives und Iterationen soll es angepasst und weiterentwickelt werden.,Autor:,
						,Prof. Dr. Andrea Back,Tags:,
							,Digital,, ,Lehrstuhlnachrichten,, ,Praxisprojekt","Digital,, ,Lehrstuhlnachrichten,, ,Praxisprojekt",Prof. Dr. Andrea Back
Digital,Studie zu E-Learning Trends – wie klappt das E-Learning bei Ihnen im Unternehmen?,"Sponsored Post., Gerade in den letzten Monaten hat sich, aufgrund der aussergewöhnlichen Lage, der Einsatz von E-Learning so rasant entwickelt wie nie zuvor!,Zusammen mit Ihnen möchte die Swissteach AG, als etablierter E-Learning Experte, einen Überblick schaffen, vor welchen Herausforderungen die Unternehmen aktuell stehen und welche Trends sich im digitalen Lernen abzeichnen. Ihre Meinung zählt! In nur zwei Minuten teilen Sie Ihre Erfahrung und sind damit ein tragender Teil der Studie! Gerne informiert Sie Swissteach im Nachgang über die Ergebnisse und die Trends die sich daraus ergeben. Wir würden uns sehr über Ihre kurze Teilnahme freuen und bedanken uns schon mal im Voraus.,Die ,Umfrage, finden Sie unter folgendem ,LINK,.,Autor:,
						,Lena-Marie Paetzmann,Tags:,
							,Digital,, ,Future of Work,, ,Learning Innovations,, ,Sponsored Post","Digital,, ,Future of Work,, ,Learning Innovations,, ,Sponsored Post",Lena-Marie Paetzmann
Digital,"Zwanzig Aspekte von Innovationskultur, um digitale Lösungen zu entwickeln – Wie steht es bei Ihnen?","In Gesprächen mit unseren Praxispartnern hören wir immer wieder, dass der Erfolg von digitalen Projekten stark von der Unternehmenskultur – und im engeren Sinne ihrer Innovationskultur – abhängt. Die Ausgestaltung einer Innovationskultur, die den Erfolg digitaler Lösungen fördert, unterscheidet sich jedoch vom bisher allgemeinen Verständnis von Innovationskultur. Wir haben uns im Rahmen einer Forschungsarbeit genauer mit dem Thema befasst. Dazu haben wir ein Assessment mit 20 Indikatoren zur Standortbestimmung entwickelt: ,Erfolgsfaktoren für digitale Solutions,. Die Forschungsarbeit wurden in der Zeitschrift Wirtschaftsinformatik & Management veröffentlicht. Zuletzt haben wir auf Basis der Forschungsarbeit mit den 20 Indikatoren eine Vorstudie abgeschlossen, die die Innovationskultur von mehr als 60 Unternehmen analysiert. 15 Unternehmen füllten den Fragebogen aus; die restlichen bewertete unser studentisches Team anhand öffentlich zugänglicher Informationen, wie deren Websites. Die Erkenntnisse dieses Vorprojekts geben uns Hinweise für die Gestaltung einer allfälligen umfassenderen und forschungsbasierten Studie. Die Ergebnisse des Vorprojekts liefern bereits Hinweise auf Unterschiede in den Branchen und auf jeweilige Handlungsbedarfe bei den Innovationskulturaspekten, um digitale Lösungen effektiver entwickeln zu können.,Autor:,
						,Christian Marheine,Tags:,
							,Agile Innovation,, ,Digital,, ,Lehrstuhlnachrichten","Agile Innovation,, ,Digital,, ,Lehrstuhlnachrichten",Christian Marheine
Digital,Bekanntgabe der nominierten Lösungen des Forum Day 2020,"Am 8. April 2020 hat unser Jurytag 2020 online über Zoom stattgefunden. Unsere erfahrene ,Jury, ,hat bei einer regen und sehr fundierten Diskussion die neun nominierten Lösungen bestimmt. Die nominierten Unternehmen für den Mobile Business Award sind: DEKRA, Incloud Engineering und Pelican. Für den Smart IoT Award wurden folgende Unternehmen nominiert: Avelon, Felfel, ISS, Karma, Live Track und Weidmüller. Eine kurze Übersicht über die Lösungen der nominierten Unternehmen finden Sie unter ,Programm,. Wir sind sehr gespannt die Nominierten bei ihren Pitches am Forum Day kennenzulernen. Basierend auf den Pitches der Nominierten werden die finalen Gewinner für jeweils den Smart IoT und Mobile Business Award direkt am Forum Day von unserer Jury vor Ort bestimmt.,Noch einmal zur Erinnerung: Das neue Datum für den Forum Day ist der ,1. September 2020,. Aktuelle Informationen finden Sie auf ,unserer Website,.,Autor:,
						,Christian Marheine,Tags:,
							,Digital,, ,Lehrstuhlnachrichten,, ,Mobile Business,, ,Smart-IoT","Digital,, ,Lehrstuhlnachrichten,, ,Mobile Business,, ,Smart-IoT",Christian Marheine
